location,month,case_fatality_rate,total_cases,new_cases,total_deaths,new_deaths
Haiti,9,0.025612148799246587,254840.0,531.0,6527.0,26.0
Haiti,10,0.025857139755216665,276326.0,314.0,7145.0,5.0
Haiti,11,0.025304950099074696,275045.0,218.0,6960.0,0.0
Haiti,12,0.024368449341574845,297680.0,727.0,7254.0,4.0
Honduras,3,0.024360535931790498,821.0,141.0,20.0,7.0
Honduras,4,0.08318929886525889,13307.0,630.0,1107.0,64.0
Honduras,5,0.050077630755683264,86306.0,4431.0,4322.0,141.0
Honduras,6,0.03202999329494981,317671.0,14356.0,10175.0,285.0
Honduras,7,0.028133272908844462,975322.0,22456.0,27439.0,840.0
Honduras,8,0.03110602859169614,1584516.0,19000.0,49288.0,536.0
Honduras,9,0.03070728841447369,2074882.0,15886.0,63714.0,480.0
Honduras,10,0.02916227245632537,2704316.0,19988.0,78864.0,316.0
Honduras,11,0.027371273273555537,3085315.0,11365.0,84449.0,249.0
Honduras,12,0.02612317025751703,3569628.0,13574.0,93250.0,212.0
Hong Kong,1,,0.0,0.0,0.0,0.0
Hong Kong,2,,0.0,0.0,0.0,0.0
Hong Kong,3,,0.0,0.0,0.0,0.0
Hong Kong,4,,0.0,0.0,0.0,0.0
Hong Kong,5,,0.0,0.0,0.0,0.0
Hong Kong,6,,0.0,0.0,0.0,0.0
Hong Kong,7,,0.0,0.0,0.0,0.0
Hong Kong,8,,0.0,0.0,0.0,0.0
Hong Kong,9,,0.0,0.0,0.0,0.0
Hong Kong,10,,0.0,0.0,0.0,0.0
Hong Kong,11,,0.0,0.0,0.0,0.0
Hong Kong,12,,0.0,0.0,0.0,0.0
Hungary,3,0.03388382687927107,3512.0,492.0,119.0,16.0
Hungary,4,0.09173523271521553,48858.0,2283.0,4482.0,296.0
Hungary,5,0.12760853472267775,106717.0,1101.0,13618.0,214.0
Hungary,6,0.13823116056972376,121673.0,279.0,16819.0,59.0
Hungary,7,0.13792664002938596,133397.0,350.0,18399.0,11.0
Hungary,8,0.1216579614211098,154696.0,1634.0,18820.0,19.0
Hungary,9,0.04443763475959222,450339.0,20322.0,20012.0,150.0
Hungary,10,0.02497800614776364,1426535.0,48860.0,35632.0,985.0
Hungary,11,0.02199604558224447,4340462.0,141801.0,95473.0,3073.0
Hungary,12,0.026108362370608627,8774928.0,105392.0,229099.0,4714.0
Iceland,2,0.0,2.0,1.0,0.0,0.0
Iceland,3,0.0016817135776243583,11298.0,1134.0,19.0,2.0
Iceland,4,0.0046667464401100875,50142.0,662.0,234.0,8.0
Iceland,5,0.00554919089216669,55864.0,9.0,310.0,0.0
Iceland,6,0.00551856075935396,54362.0,18.0,300.0,0.0
Iceland,7,0.005434020473986818,57048.0,61.0,310.0,0.0
Iceland,8,0.004980879848324175,62238.0,222.0,310.0,0.0
Iceland,9,0.004341282704329706,69104.0,621.0,300.0,0.0
Iceland,10,0.0027701296084883488,119128.0,2137.0,330.0,2.0
Iceland,11,0.004433377087998353,155412.0,527.0,689.0,14.0
Iceland,12,0.004986725152949325,173260.0,362.0,864.0,3.0
India,1,0.0,2.0,1.0,0.0,0.0
India,2,0.0,84.0,2.0,0.0,0.0
India,3,0.02204447912602419,10252.0,1394.0,226.0,35.0
India,4,0.032209058392741845,447607.0,33466.0,14417.0,1119.0
India,5,0.030485408098574904,3088494.0,155746.0,94154.0,4254.0
India,6,0.03030174366329724,10951713.0,394872.0,331856.0,11992.0
India,7,0.02475062350596311,32829678.0,1110507.0,812555.0,19111.0
India,8,0.01912317613610487,82734792.0,1995178.0,1582152.0,28777.0
India,9,0.01632293885499563,151735176.0,2621418.0,2476764.0,33390.0
India,10,0.015224896968756502,228641810.0,1871498.0,3481048.0,23433.0
India,11,0.014707141481397611,265835139.0,1278727.0,3909675.0,15510.0
India,12,0.014508785765520045,307985456.0,803865.0,4468495.0,11117.0
Indonesia,3,0.08261632278005179,11971.0,1528.0,989.0,136.0
Indonesia,4,0.08527056598512447,164969.0,8590.0,14067.0,656.0
Indonesia,5,0.06547168947681604,546175.0,16355.0,35759.0,821.0
Indonesia,6,0.05492397205280821,1211857.0,29912.0,66560.0,1263.0
Indonesia,7,0.04833161172454888,2544132.0,51991.0,122962.0,2255.0
Indonesia,8,0.04441870204818866,4336124.0,66420.0,192605.0,2286.0
Indonesia,9,0.039613781474738444,6879525.0,112212.0,272524.0,3323.0
Indonesia,10,0.035072840085786906,10928941.0,123080.0,383309.0,3129.0
Indonesia,11,0.03256617146574975,14115752.0,128795.0,459696.0,3076.0
Indonesia,12,0.030261347034596014,19834279.0,204315.0,600212.0,5193.0
International,2,0.0034736006351726877,10076.0,705.0,35.0,6.0
International,3,0.0106479796141245,21976.0,9.0,234.0,4.0
International,4,0.019463707813222375,21630.0,7.0,421.0,5.0
International,5,0.020804438280166437,22351.0,0.0,465.0,0.0
International,6,0.020804438280166437,21630.0,0.0,450.0,0.0
International,7,0.020804438280166437,22351.0,0.0,465.0,0.0
International,8,0.020804438280166437,22351.0,0.0,465.0,0.0
International,9,0.020804438280166437,21630.0,0.0,450.0,0.0
International,10,0.020804438280166437,22351.0,0.0,465.0,0.0
International,11,0.020804438280166437,21630.0,0.0,450.0,0.0
International,12,0.020804438280166437,22351.0,0.0,465.0,0.0
Iran,2,0.10575139146567718,1617.0,593.0,171.0,43.0
Iran,3,0.06502556341228298,525947.0,44012.0,34200.0,2855.0
Iran,4,0.06264770016627974,2255837.0,50035.0,141323.0,3130.0
Iran,5,0.05785023986128711,3727988.0,56826.0,215665.0,1769.0
Iran,6,0.04764667761032976,5749446.0,76196.0,273942.0,3020.0
Iran,7,0.0512914785077279,8279348.0,76542.0,424660.0,5949.0
Iran,8,0.056951773845208706,10622742.0,71008.0,604984.0,4805.0
Iran,9,0.05750526383632645,12365981.0,82007.0,711109.0,4598.0
Iran,10,0.05721976232486581,16323626.0,155553.0,934034.0,8695.0
Iran,11,0.05375616916955585,23319184.0,349298.0,1253550.0,13382.0
Iran,12,0.04688727315336703,34734095.0,263072.0,1628587.0,6977.0
Iraq,2,0.0,34.0,13.0,0.0,0.0
Iraq,3,0.0803472770323599,6335.0,681.0,509.0,50.0
Iraq,4,0.053536969925165906,42494.0,1391.0,2275.0,43.0
Iraq,5,0.03637124490268355,112314.0,4354.0,4085.0,112.0
Iraq,6,0.03442527981811822,731904.0,42670.0,25196.0,1738.0
Iraq,7,0.04025184595367775,2680051.0,75500.0,107877.0,2798.0
Iraq,8,0.033174248051948525,5516538.0,110325.0,183007.0,2301.0
Iraq,9,0.027236405591788204,9025163.0,128047.0,245813.0,2139.0
Iraq,10,0.024028221486742708,13048781.0,109649.0,313539.0,1729.0
Iraq,11,0.02250842233042814,15543204.0,79919.0,349853.0,1348.0
Iraq,12,0.02182195461457291,17911961.0,42742.0,390874.0,555.0
Ireland,2,0.0,1.0,1.0,0.0,0.0
Ireland,3,0.012699502316801099,23308.0,3234.0,296.0,71.0
Ireland,4,0.04553654403323676,365860.0,17377.0,16660.0,1161.0
Ireland,5,0.0638859578172024,730677.0,4378.0,46680.0,420.0
Ireland,6,0.0673163455824513,758939.0,483.0,51089.0,84.0
Ireland,7,0.06809342914780654,797096.0,592.0,54277.0,27.0
Ireland,8,0.06483571060339915,847681.0,2746.0,54960.0,14.0
Ireland,9,0.055976138443780694,958194.0,7344.0,53636.0,27.0
Ireland,10,0.038326412432211944,1495470.0,25301.0,57316.0,109.0
Ireland,11,0.029273533032255657,2035798.0,11088.0,59595.0,140.0
Ireland,12,0.02711395840462557,2451763.0,19235.0,66477.0,184.0
Israel,2,0.0,22.0,6.0,0.0,0.0
Israel,3,0.002890582934225069,35287.0,5711.0,102.0,21.0
Israel,4,0.01110772313455591,367312.0,10179.0,4080.0,204.0
Israel,5,0.01610824238920701,512036.0,1183.0,8248.0,62.0
Israel,6,0.015265084997825676,602486.0,8359.0,9197.0,40.0
Israel,7,0.00896540438465378,1460503.0,46296.0,13094.0,237.0
Israel,8,0.008069186200200161,2916651.0,45172.0,23535.0,389.0
Israel,9,0.007092051891941582,5221620.0,130505.0,37032.0,651.0
Israel,10,0.007261308484868496,9176583.0,66938.0,66634.0,957.0
Israel,11,0.008440437918703227,9755418.0,22842.0,82340.0,311.0
Israel,12,0.008260459146592061,11475028.0,86071.0,94789.0,453.0
Italy,1,0.0,2.0,2.0,0.0,0.0
Italy,2,0.025718608169440244,3966.0,1126.0,102.0,29.0
Italy,3,0.09639502319445317,1209772.0,104664.0,116616.0,12399.0
Italy,4,0.13070262009477887,4928524.0,99671.0,644171.0,15539.0
Italy,5,0.14079599263210277,6914863.0,27534.0,973585.0,5448.0
Italy,6,0.14459697167991148,7115232.0,7581.0,1028841.0,1352.0
Italy,7,0.1434947217503037,7560745.0,6959.0,1084927.0,374.0
Italy,8,0.13828260995284877,7919622.0,21677.0,1095146.0,342.0
Italy,9,0.12228093000163098,8749361.0,45647.0,1069880.0,411.0
Italy,10,0.08567250167454546,13281216.0,364569.0,1137835.0,2724.0
Italy,11,0.039211310581186806,35324374.0,922124.0,1385115.0,16958.0
Italy,12,0.03510234713614902,58293082.0,505612.0,2046224.0,18583.0
Jamaica,3,0.034031413612565446,382.0,36.0,13.0,1.0
Jamaica,4,0.029335461983636,5011.0,386.0,147.0,7.0
Jamaica,5,0.017223154884039048,16083.0,164.0,277.0,1.0
Jamaica,6,0.015636478119424913,19058.0,116.0,298.0,1.0
Jamaica,7,0.012751429394101435,24311.0,176.0,310.0,0.0
Jamaica,8,0.011410281469898358,40928.0,1581.0,467.0,11.0
Jamaica,9,0.012763868433971527,130368.0,4023.0,1664.0,86.0
Jamaica,10,0.019904815342571925,247729.0,2612.0,4931.0,99.0
Jamaica,11,0.02329120046757068,297709.0,1669.0,6934.0,51.0
Jamaica,12,0.02344212200324575,368482.0,2064.0,8638.0,45.0
Japan,1,0.0,56.0,13.0,0.0,0.0
Japan,2,0.016542597187758478,2418.0,230.0,40.0,6.0
Japan,3,0.03070673689283624,29049.0,2010.0,892.0,61.0
Japan,4,0.025847970926711084,264160.0,12029.0,6828.0,414.0
Japan,5,0.04646675421564441,496484.0,2467.0,23070.0,417.0
Japan,6,0.05353218837576982,525609.0,1864.0,28137.0,74.0
Japan,7,0.03966977494670131,771595.0,17619.0,30609.0,36.0
Japan,8,0.02049102305871735,1701916.0,32162.0,34874.0,290.0
Japan,9,0.01907554560326522,2297182.0,15195.0,43820.0,277.0
Japan,10,0.01805567566375291,2856221.0,17736.0,51571.0,194.0
Japan,11,0.01558523458529869,3650314.0,47635.0,56891.0,307.0
Japan,12,0.013983620164396943,5880523.0,86849.0,82231.0,1216.0
Jordan,3,0.006195786864931847,2421.0,274.0,15.0,5.0
Jordan,4,0.016926201760324982,11816.0,179.0,200.0,3.0
Jordan,5,0.014786447529386735,18801.0,286.0,278.0,1.0
Jordan,6,0.009469032755839237,28514.0,393.0,270.0,0.0
Jordan,7,0.008859540514513688,36345.0,61.0,322.0,2.0
Jordan,8,0.0081779810059796,45488.0,841.0,372.0,4.0
Jordan,9,0.006125094369186502,140406.0,9791.0,860.0,46.0
Jordan,10,0.009673094029042113,1138829.0,60782.0,11016.0,768.0
Jordan,11,0.012020563874130127,4471920.0,146823.0,53755.0,1922.0
Jordan,12,0.012900451174786918,8196380.0,75064.0,105737.0,1083.0
Kazakhstan,3,0.0036138358286009293,1937.0,343.0,7.0,2.0
Kazakhstan,4,0.009563166663060646,46219.0,3059.0,442.0,23.0
Kazakhstan,5,0.005050280872554387,202761.0,7456.0,1024.0,15.0
Kazakhstan,6,0.006170702486535028,476607.0,11450.0,2941.0,148.0
Kazakhstan,7,0.006504302243877295,2056485.0,68059.0,13376.0,605.0
Kazakhstan,8,0.012400426516031687,3642536.0,40306.0,45169.0,988.0
Kazakhstan,9,0.01445174830906373,4099504.0,10034.0,59245.0,297.0
Kazakhstan,10,0.014814771918351928,4489708.0,8992.0,66514.0,148.0
Kazakhstan,11,0.014413701337697734,4848928.0,24864.0,69891.0,207.0
Kazakhstan,12,0.013771658029403763,5844830.0,26633.0,80493.0,328.0
Kenya,3,0.016216216216216217,370.0,59.0,6.0,1.0
Kenya,4,0.040892193308550186,7263.0,337.0,297.0,16.0
Kenya,5,0.04413394686460887,29773.0,1566.0,1314.0,47.0
Kenya,6,0.027056823537332526,118824.0,4404.0,3215.0,84.0
Kenya,7,0.01786471750623338,386628.0,14270.0,6907.0,193.0
Kenya,8,0.01648509317251901,902573.0,13565.0,14879.0,236.0
Kenya,9,0.017486321782024066,1091882.0,4328.0,19093.0,134.0
Kenya,10,0.018475380476329004,1385303.0,16663.0,25594.0,270.0
Kenya,11,0.0178914575412636,2106033.0,28426.0,37680.0,488.0
Kenya,12,0.017330994624493366,2856847.0,12840.0,49512.0,201.0
Kosovo,3,0.01066350710900474,844.0,106.0,9.0,1.0
Kosovo,4,0.024819352811812755,12732.0,693.0,316.0,21.0
Kosovo,5,0.0294107623624033,29343.0,271.0,863.0,8.0
Kosovo,6,0.02021098104256263,51853.0,1729.0,1048.0,19.0
Kosovo,7,0.023072624691313517,166431.0,5531.0,3840.0,178.0
Kosovo,8,0.0349106438445443,349836.0,5124.0,12213.0,298.0
Kosovo,9,0.04023865560657546,442311.0,2166.0,17798.0,100.0
Kosovo,10,0.038470189082037205,524640.0,3708.0,20183.0,53.0
Kosovo,11,0.028399673957342754,883320.0,20268.0,25086.0,338.0
Kosovo,12,0.02577897812437402,1447730.0,11548.0,37321.0,316.0
Kuwait,2,0.0,171.0,45.0,0.0,0.0
Kuwait,3,0.0,4154.0,244.0,0.0,0.0
Kuwait,4,0.00455536520791154,51368.0,3735.0,234.0,26.0
Kuwait,5,0.007375240009331204,445816.0,23019.0,3288.0,186.0
Kuwait,6,0.008032368003527374,1106772.0,19152.0,8890.0,142.0
Kuwait,7,0.00700848956072814,1776417.0,20762.0,12450.0,93.0
Kuwait,8,0.00651436156209235,2362626.0,18152.0,15391.0,84.0
Kuwait,9,0.005923918109585728,2885759.0,20073.0,17095.0,79.0
Kuwait,10,0.006007771698512777,3569876.0,20744.0,21447.0,169.0
Kuwait,11,0.006162461555044113,4082135.0,16709.0,25156.0,101.0
Kuwait,12,0.006207670111566816,4554849.0,7949.0,28275.0,54.0
Kyrgyzstan,3,0.0,587.0,107.0,0.0,0.0
Kyrgyzstan,4,0.011613876319758673,13260.0,639.0,154.0,8.0
Kyrgyzstan,5,0.011165980795610425,36450.0,1002.0,407.0,8.0
Kyrgyzstan,6,0.011076327622516932,87845.0,3758.0,973.0,45.0
Kyrgyzstan,7,0.03156871211436566,597522.0,30299.0,18863.0,1317.0
Kyrgyzstan,8,0.03207485072170765,1276140.0,8093.0,40932.0,-320.0
Kyrgyzstan,9,0.023531392792283133,1354021.0,2771.0,31862.0,6.0
Kyrgyzstan,10,0.021278914852575437,1605533.0,12209.0,34164.0,80.0
Kyrgyzstan,11,0.018160127319891226,1994975.0,14300.0,36229.0,131.0
Kyrgyzstan,12,0.016954656527300146,2411196.0,7856.0,40881.0,80.0
Laos,3,0.0,50.0,9.0,0.0,0.0
Laos,4,0.0,503.0,10.0,0.0,0.0
Laos,5,0.0,589.0,0.0,0.0,0.0
Laos,6,0.0,570.0,0.0,0.0,0.0
Laos,7,0.0,597.0,1.0,0.0,0.0
Laos,8,0.0,656.0,2.0,0.0,0.0
Laos,9,0.0,680.0,1.0,0.0,0.0
Laos,10,0.0,724.0,1.0,0.0,0.0
Laos,11,0.0,846.0,15.0,0.0,0.0
Laos,12,0.0,1259.0,2.0,0.0,0.0
Latvia,2,,0.0,0.0,0.0,0.0
Latvia,3,0.0,3277.0,398.0,0.0,0.0
Latvia,4,0.009181597101593131,20149.0,460.0,185.0,15.0
Latvia,5,0.02016314716137096,30402.0,208.0,613.0,9.0
Latvia,6,0.02532528585726851,32971.0,52.0,835.0,6.0
Latvia,7,0.02603667059500644,36487.0,113.0,950.0,2.0
Latvia,8,0.02480738087058939,40754.0,165.0,1011.0,2.0
Latvia,9,0.0233257263231809,45572.0,428.0,1063.0,3.0
Latvia,10,0.01372995558232327,106264.0,4070.0,1459.0,34.0
Latvia,11,0.012086513994910942,326976.0,11181.0,3952.0,135.0
Latvia,12,0.013954391293921503,875710.0,23829.0,12220.0,429.0
Lebanon,2,0.0,15.0,4.0,0.0,0.0
Lebanon,3,0.02124782692679158,5177.0,466.0,110.0,12.0
Lebanon,4,0.03251689189189189,18944.0,255.0,616.0,12.0
Lebanon,5,0.02736395082023357,29199.0,495.0,799.0,3.0
Lebanon,6,0.02095015925709928,44582.0,558.0,934.0,7.0
Lebanon,7,0.015010430384467468,85807.0,2777.0,1288.0,27.0
Lebanon,8,0.010670188180917795,302900.0,12753.0,3232.0,106.0
Lebanon,9,0.00977983301093033,807478.0,22326.0,7897.0,200.0
Lebanon,10,0.008391371456537289,1859410.0,41594.0,15603.0,270.0
Lebanon,11,0.00778449411652085,3175672.0,46716.0,24721.0,381.0
Lebanon,12,0.00813439359362068,4730285.0,53559.0,38478.0,450.0
Lesotho,5,0.0,29.0,2.0,0.0,0.0
Lesotho,6,0.0,272.0,25.0,0.0,0.0
Lesotho,7,0.01696652243224778,8782.0,577.0,149.0,13.0
Lesotho,8,0.02927109928440433,27809.0,481.0,814.0,18.0
Lesotho,9,0.024794634109578717,39807.0,510.0,987.0,5.0
Lesotho,10,0.022744050339227335,56894.0,358.0,1294.0,8.0
Lesotho,11,0.021590500179920834,61138.0,156.0,1320.0,0.0
Lesotho,12,0.01907127742071159,76083.0,985.0,1451.0,7.0
Liberia,3,0.0,41.0,3.0,0.0,0.0
Liberia,4,0.09824902723735408,2056.0,138.0,202.0,16.0
Liberia,5,0.09959408524209916,6898.0,147.0,687.0,11.0
Liberia,6,0.062402698495070054,15416.0,492.0,962.0,9.0
Liberia,7,0.055536510113129926,32087.0,406.0,1782.0,39.0
Liberia,8,0.06393044367727913,39105.0,118.0,2500.0,7.0
Liberia,9,0.06189925016355493,39742.0,39.0,2460.0,0.0
Liberia,10,0.05945086299639833,42758.0,83.0,2542.0,0.0
Liberia,11,0.05451530894219078,45235.0,169.0,2466.0,1.0
Liberia,12,0.04816277633229134,53423.0,184.0,2573.0,0.0
Libya,3,0.0,33.0,10.0,0.0,0.0
Libya,4,0.03220338983050847,1180.0,51.0,38.0,3.0
Libya,5,0.04358974358974359,2340.0,95.0,102.0,2.0
Libya,6,0.02213660245183888,14275.0,668.0,316.0,19.0
Libya,7,0.025021197072208474,57791.0,2797.0,1446.0,50.0
Libya,8,0.018795238798659648,257246.0,10345.0,4835.0,163.0
Libya,9,0.015864821289322498,739939.0,20559.0,11739.0,314.0
Libya,10,0.014714633706610131,1475402.0,26570.0,21710.0,306.0
Libya,11,0.013924743800359853,2198676.0,21714.0,30616.0,326.0
Libya,12,0.014376872862394287,2861262.0,17468.0,41136.0,295.0
Liechtenstein,3,0.0,694.0,68.0,0.0,0.0
Liechtenstein,4,0.011382799325463743,2372.0,14.0,27.0,1.0
Liechtenstein,5,0.012195121951219513,2542.0,0.0,31.0,0.0
Liechtenstein,6,0.012195121951219513,2460.0,0.0,30.0,0.0
Liechtenstein,7,0.011769172361427487,2634.0,6.0,31.0,0.0
Liechtenstein,8,0.010501355013550135,2952.0,19.0,31.0,0.0
Liechtenstein,9,0.008949880668257757,3352.0,11.0,30.0,0.0
Liechtenstein,10,0.004496759687871975,7561.0,415.0,34.0,2.0
Liechtenstein,11,0.007756769859408546,28878.0,737.0,224.0,13.0
Liechtenstein,12,0.014573860324122653,51462.0,866.0,750.0,23.0
Lithuania,2,0.0,1.0,1.0,0.0,0.0
Lithuania,3,0.008603573792190603,3022.0,467.0,26.0,4.0
Lithuania,4,0.018759396038956794,30598.0,907.0,574.0,28.0
Lithuania,5,0.02749894559257697,47420.0,292.0,1304.0,22.0
Lithuania,6,0.03345858953920899,52692.0,145.0,1763.0,7.0
Lithuania,7,0.03262849048968029,59304.0,257.0,1935.0,2.0
Lithuania,8,0.026779338252796953,75618.0,831.0,2025.0,6.0
Lithuania,9,0.019952471925818928,107305.0,1788.0,2141.0,8.0
Lithuania,10,0.012988498702784417,244755.0,10127.0,3179.0,75.0
Lithuania,11,0.009254299718243719,1090304.0,46496.0,10090.0,468.0
Lithuania,12,0.01152803238619004,3142080.0,80644.0,36222.0,1176.0
Luxembourg,2,0.0,1.0,1.0,0.0,0.0
Luxembourg,3,0.009413678888953454,17209.0,2177.0,162.0,23.0
Luxembourg,4,0.019563619521330688,99317.0,1606.0,1943.0,67.0
Luxembourg,5,0.026521842725801284,121711.0,234.0,3228.0,20.0
Luxembourg,6,0.02684017893452623,122950.0,281.0,3300.0,0.0
Luxembourg,7,0.020710877117065138,166386.0,2396.0,3446.0,4.0
Luxembourg,8,0.016742035353155077,225779.0,-70.0,3780.0,10.0
Luxembourg,9,0.016522758767721992,225144.0,1884.0,3720.0,0.0
Luxembourg,10,0.011953618934668907,351609.0,8625.0,4203.0,28.0
Luxembourg,11,0.008665980812736907,800948.0,17544.0,6941.0,169.0
Luxembourg,12,0.009875158152013943,1297802.0,11737.0,12816.0,174.0
Madagascar,3,0.0,271.0,57.0,0.0,0.0
Madagascar,4,0.0,3143.0,71.0,0.0,0.0
Madagascar,5,0.0036127836961556276,10795.0,643.0,39.0,6.0
Madagascar,6,0.008432621929554445,42217.0,1443.0,356.0,14.0
Madagascar,7,0.008848823526362444,192907.0,8654.0,1707.0,86.0
Madagascar,8,0.011832729849053644,420613.0,3995.0,4977.0,86.0
Madagascar,9,0.013574488740687589,473830.0,1545.0,6432.0,38.0
Madagascar,10,0.014193496266489192,519886.0,703.0,7379.0,14.0
Madagascar,11,0.01441331434743043,517577.0,230.0,7460.0,7.0
Madagascar,12,0.014684811121806411,544372.0,373.0,7994.0,10.0
Malawi,3,,0.0,0.0,0.0,0.0
Malawi,4,0.10037878787878787,528.0,37.0,53.0,3.0
Malawi,5,0.03676738259919913,2747.0,247.0,101.0,1.0
Malawi,6,0.011510271497883761,19374.0,940.0,223.0,10.0
Malawi,7,0.020509708737864077,82400.0,2854.0,1690.0,100.0
Malawi,8,0.031042386286599735,154885.0,1488.0,4808.0,61.0
Malawi,9,0.031189049568624696,170733.0,207.0,5325.0,4.0
Malawi,10,0.031019642463032442,181240.0,157.0,5622.0,5.0
Malawi,11,0.030901852326839223,179342.0,98.0,5542.0,1.0
Malawi,12,0.030240944964197984,191330.0,555.0,5786.0,4.0
Malaysia,1,0.0,38.0,8.0,0.0,0.0
Malaysia,2,0.0,529.0,17.0,0.0,0.0
Malaysia,3,0.009552757273122015,27636.0,2741.0,264.0,43.0
Malaysia,4,0.016498896856039714,145040.0,3236.0,2393.0,59.0
Malaysia,5,0.016030431280525562,214779.0,1817.0,3443.0,13.0
Malaysia,6,0.0141497675338807,252725.0,820.0,3576.0,6.0
Malaysia,7,0.013942919335505174,271966.0,337.0,3792.0,4.0
Malaysia,8,0.013638122032706172,284350.0,364.0,3878.0,2.0
Malaysia,9,0.012893209796853329,302097.0,1884.0,3895.0,9.0
Malaysia,10,0.009162598693955358,621112.0,20324.0,5691.0,113.0
Malaysia,11,0.006438244398320805,1451172.0,34149.0,9343.0,111.0
Malaysia,12,0.004753715485740133,2734703.0,47313.0,13000.0,111.0
Maldives,3,0.0,289.0,18.0,0.0,0.0
Maldives,4,0.0007939658594680428,2519.0,450.0,2.0,1.0
Maldives,5,0.003305380424802595,32674.0,1305.0,108.0,4.0
Maldives,6,0.003760902616627991,62485.0,588.0,235.0,4.0
Maldives,7,0.004677455109731767,90220.0,1432.0,422.0,7.0
Maldives,8,0.0038855779386735402,182727.0,4011.0,710.0,12.0
Maldives,9,0.00343905097971713,278856.0,2487.0,959.0,6.0
Maldives,10,0.003215490224036735,343649.0,1368.0,1105.0,4.0
Maldives,11,0.0034575510590270737,369915.0,1352.0,1279.0,8.0
Maldives,12,0.003556107337659369,415623.0,746.0,1478.0,2.0
Mali,3,0.04716981132075472,106.0,28.0,5.0,2.0
Mali,4,0.06476771787046456,5898.0,462.0,382.0,24.0
Mali,5,0.058294948274560145,26486.0,775.0,1544.0,51.0
Mali,6,0.05641406177534552,53905.0,916.0,3041.0,39.0
Mali,7,0.049908905940396556,75197.0,354.0,3753.0,8.0
Mali,8,0.047386120452461024,81775.0,241.0,3875.0,2.0
Mali,9,0.04337382007646243,88671.0,342.0,3846.0,5.0
Mali,10,0.03945888257521128,104007.0,436.0,4104.0,5.0
Mali,11,0.03527480181763906,120596.0,1156.0,4254.0,20.0
Mali,12,0.03522862346103096,183402.0,2380.0,6461.0,113.0
Malta,2,,0.0,0.0,0.0,0.0
Malta,3,0.0,1707.0,169.0,0.0,0.0
Malta,4,0.006396972700243265,11099.0,296.0,71.0,4.0
Malta,5,0.010697399527186761,16920.0,153.0,181.0,5.0
Malta,6,0.013862504492478308,19477.0,52.0,270.0,0.0
Malta,7,0.013070364471095287,21346.0,154.0,279.0,0.0
Malta,8,0.0070143627427589825,41914.0,1059.0,294.0,3.0
Malta,9,0.007904291092265852,74643.0,1175.0,590.0,23.0
Malta,10,0.010366913117125762,137553.0,2984.0,1426.0,27.0
Malta,11,0.01202100582074098,242409.0,3831.0,2914.0,75.0
Malta,12,0.015785105002677123,352991.0,2901.0,5572.0,82.0
Marshall Islands,10,0.0,8.0,2.0,0.0,0.0
Marshall Islands,11,0.0,76.0,2.0,0.0,0.0
Marshall Islands,12,0.0,124.0,0.0,0.0,0.0
Mauritania,3,0.043478260869565216,46.0,6.0,2.0,1.0
Mauritania,4,0.14705882352941177,204.0,2.0,30.0,0.0
Mauritania,5,0.04486073453290609,4057.0,522.0,182.0,22.0
Mauritania,6,0.03835943325876212,67050.0,3833.0,2572.0,106.0
Mauritania,7,0.026378966245335957,172865.0,1947.0,4560.0,28.0
Mauritania,8,0.02344669263316636,208217.0,738.0,4882.0,2.0
Mauritania,9,0.022002747490974812,219109.0,454.0,4821.0,2.0
Mauritania,10,0.021408986341372314,235602.0,201.0,5044.0,2.0
Mauritania,11,0.0208495235403879,240629.0,898.0,5017.0,14.0
Mauritania,12,0.021846709573522256,357674.0,5763.0,7814.0,170.0
Mauritius,3,0.030915576694411414,841.0,143.0,26.0,5.0
Mauritius,4,0.02860668611173435,8914.0,189.0,255.0,5.0
Mauritius,5,0.030064979148482204,10311.0,3.0,310.0,0.0
Mauritius,6,0.029597474348855565,10136.0,6.0,300.0,0.0
Mauritius,7,0.029184710977217098,10622.0,3.0,310.0,0.0
Mauritius,8,0.02883720930232558,10750.0,12.0,310.0,0.0
Mauritius,9,0.02753303964757709,10896.0,25.0,300.0,0.0
Mauritius,10,0.024214966411498205,12802.0,60.0,310.0,0.0
Mauritius,11,0.020980488146024198,14299.0,63.0,300.0,0.0
Mauritius,12,0.019247485409164287,16106.0,23.0,310.0,0.0
Mexico,1,,0.0,0.0,0.0,0.0
Mexico,2,0.0,5.0,4.0,0.0,0.0
Mexico,3,0.01674052191038897,8124.0,1211.0,136.0,29.0
Mexico,4,0.08448286379044416,229514.0,18009.0,19390.0,1830.0
Mexico,5,0.10605680930410813,1560343.0,71440.0,165485.0,8071.0
Mexico,6,0.11991245492750041,4692440.0,135425.0,562682.0,17839.0
Mexico,7,0.115182843085169,10107738.0,198548.0,1164238.0,18919.0
Mexico,8,0.10859263574568355,16108026.0,174923.0,1749213.0,17726.0
Mexico,9,0.1058878283051897,20309152.0,143656.0,2150492.0,13232.0
Mexico,10,0.1015858295557546,26077771.0,181746.0,2649132.0,14107.0
Mexico,11,0.09763799156710877,30342144.0,188581.0,2962546.0,14187.0
Mexico,12,0.09079740811594607,39586956.0,312551.0,3594393.0,19867.0
Moldova,3,0.00902061855670103,2328.0,353.0,21.0,4.0
Moldova,4,0.025367922572827144,62717.0,3544.0,1591.0,112.0
